order_id,customer_id,item_name,category,quantity,price,payment_method,order_status,order_timestamp,rating,delivery_time_mins,city
ORD003164,CUST0138,Rasgulla,Desserts,5,354.33,Debit Card,Cancelled,2023-01-28 08:01:00,3.9,21.0,Delhi
ORD002305,CUST0274,BBQ Chicken Pizza,Pizza,1,358.64,Cash,Delivered,2023-10-25 15:46:00,3.6,32.0,Chennai
ORD006186,CUST0377,Tandoori Roti,Breads,3,92.21,Debit Card,In Progress,2022-11-01 21:55:00,3.5,56.0,Bangalore
ORD005103,CUST0174,Gulab Jamun,Desserts,1,76.11,Credit Card,In Progress,2023-06-01 11:31:00,,73.0,Hyderabad
ORD005118,CUST0703,Club Sandwich,Sandwiches,2,324.31,UPI,Delivered,29/12/2022 19:36,4.7,28.0,Chennai
ORD005668,CUST0006,Veg Biryani,Main Course,2,520.26,UPI,Cancelled,2023-02-28 09:58:00,4.1,,Hyderabad
ORD002340,CUST0268,Cheesecake,Desserts,3,536.41,Debit Card,Pending,2022-11-29 20:36:00,3.8,69.0,Delhi
ORD001831,CUST0426,Chicken Soup,Starters,1,154.79,Cash,Delivered,2022-12-02 20:28:00,4.6,45.0,Bangalore
ORD004458,CUST0009,Cheesecake,Desserts,3,548.39,Cash,Pending,2022-12-18 12:26:00,4.8,20.0,Mumbai
ORD002456,CUST0301,Garlic Bread,Starters,1,86.7,Digital Wallet,Pending,2023-04-16 09:47:00,4.9,35.0,Delhi
ORD006837,CUST0668,Garlic Naan,Breads,2,124.29,Cash,Pending,2023-10-01 09:12:00,4.0,44.0,Mumbai
ORD004315,CUST0010,Fresh Lime Soda,Drinks,2,124.03,Credit Card,Delivered,2023-05-30 19:19:00,4.6,31.0,
ORD001238,CUST0283,Chicken Soup,Starters,2,9999.0,Credit Card,In Progress,2023-02-04 13:09:00,4.4,17.0,Pune
ORD001092,CUST0497,Veg Manchurian,Starters,1,160.79,Cash,Delivered,2023-02-25 13:44:00,4.9,53.0,Delhi
ORD003678,CUST0309,Grilled Sandwich,Sandwiches,1,142.4,Credit Card,Delivered,2023-08-20 15:27:00,4.4,68.0,
ORD002630,CUST0024,Pepperoni Pizza,Pizza,3,1094.92,Digital Wallet,Pending,2023-03-31 20:09:00,3.3,29.0,Delhi
ORD003543,CUST0034,Tiramisu,Desserts,1,203.16,Debit Card,Cancelled,2022-11-27 18:25:00,4.5,58.0,Delhi
ORD003985,CUST0018,Cold Brew Coffee,Drinks,2,285.56,Net Banking,Delivered,2023-02-20 12:58:00,4.5,41.0,Pune
ORD004010,CUST0320,Tandoori Roti,Breads,1,31.38,Net Banking,Delivered,2023-02-19 13:04:00,3.7,42.0,Mumbai
ORD006047,CUST0795,Egg Curry,Main Course,1,175.71,Digital Wallet,Cancelled,2023-03-27 10:45:00,4.5,65.0,Pune
ORD004513,CUST0062,Lamb Rogan Josh,Main Course,2,837.43,Digital Wallet,Cancelled,2023-07-26 21:15:00,3.4,34.0,Delhi
ORD002001,CUST0519,Pepperoni Pizza,Pizza,1,352.19,,Delivered,2023-10-21 08:07:00,4.9,25.0,Hyderabad
ORD003086,CUST0289,Dal Makhani,Main Course,1,221.31,UPI,Delivered,2023-01-31 21:46:00,4.7,57.0,Mumbai
ORD006879,CUST0631,Egg Curry,Main Course,2,356.58,Debit Card,Cancelled,22/10/2023 08:44,3.0,54.0,Hyderabad
ORD006712,CUST0626,Onion Rings,Starters,1,108.56,Net Banking,In Progress,2023-05-23 20:08:00,4.9,54.0,Hyderabad
ORD003018,CUST0006,Pepperoni Pizza,Pizza,4,1415.54,Cash,Delivered,2023-10-05 21:17:00,,56.0,Chennai
ORD002504,CUST0749,Ice Cream Sundae,Desserts,2,311.38,Credit Card,Cancelled,2023-01-23 09:40:00,5.0,71.0,Delhi
ORD001957,CUST0060,Fish Curry,Main Course,1,347.11,Net Banking,Cancelled,2023-08-22 19:44:00,4.8,62.0,Delhi
ORD004880,CUST0455,BLT Sandwich,Sandwiches,5,873.99,Debit Card,In Progress,2023-03-01 13:44:00,3.7,59.0,Mumbai
ORD005930,CUST0190,Cold Coffee,Drinks,2,198.04,Net Banking,Cancelled,2023-06-08 13:37:00,3.0,59.0,Hyderabad
ORD006292,CUST0454,Cheesecake,Desserts,2,343.53,Cash,In Progress,2023-09-17 13:25:00,3.2,57.0,Chennai
ORD002532,CUST0063,Mojito,Drinks,1,127.24,UPI,Delivered,2023-09-12 18:55:00,3.8,20.0,Delhi
ORD002777,CUST0126,Cheese Burst Burger,Burgers,1,220.58,UPI,In Progress,2023-07-28 12:45:00,3.1,24.0,Mumbai
ORD005466,CUST0789,Veg Burger,Burgers,4,580.35,Debit Card,Cancelled,2022-11-12 12:58:00,2.7,41.0,Bangalore
ORD001411,CUST0741,Fish Fingers,Starters,2,424.56,Net Banking,Delivered,2022-11-16 20:04:00,4.8,56.0,Delhi
ORD002405,CUST0357,BBQ Chicken Pizza,Pizza,2,772.89,Cash,Delivered,21/10/2022 20:34,4.7,74.0,
ORD006107,CUST0408,Lamb Rogan Josh,Main Course,4,1587.34,Debit Card,In Progress,2023-07-10 21:33:00,3.9,16.0,Hyderabad
ORD006815,CUST0650,Onion Rings,Starters,1,113.12,Net Banking,Cancelled,2023-09-07 12:49:00,3.0,74.0,Hyderabad
ORD002864,CUST0312,Chicken Biryani,Main Course,3,1085.87,,Delivered,2023-02-25 10:08:00,,66.0,Pune
ORD004407,CUST0185,Veg Burger,Burgers,3,468.85,Cash,Delivered,2023-09-15 14:50:00,3.6,44.0,Delhi
ORD005586,CUST0446,Ice Cream Sundae,Desserts,2,309.02,Debit Card,In Progress,2023-10-18 12:20:00,3.6,62.0,Pune
ORD004112,CUST0079,Veg Biryani,Main Course,1,256.74,Cash,Pending,2023-03-12 12:59:00,2.7,64.0,Pune
ORD004866,CUST0465,Bruschetta,Starters,4,522.82,UPI,Cancelled,2023-10-02 16:54:00,3.7,43.0,
ORD002034,CUST0197,Chicken Fried Rice,Main Course,2,486.47,Credit Card,Cancelled,2022-12-07 13:17:00,2.5,27.0,Mumbai
ORD003781,CUST0642,Mango Lassi,Drinks,1,77.15,Digital Wallet,Cancelled,2023-05-12 12:42:00,3.4,28.0,Delhi
ORD006588,CUST0181,Egg Curry,Main Course,2,373.17,Cash,Delivered,25/01/2023 21:59,4.0,19.0,Chennai
ORD003072,CUST0344,Farmhouse Pizza,Pizza,1,328.86,Cash,Cancelled,2022-12-06 15:26:00,3.1,27.0,Mumbai
ORD001931,CUST0070,Bruschetta,Starters,4,511.01,Cash,Pending,2023-10-19 13:29:00,4.1,60.0,Hyderabad
ORD006524,CUST0256,Cheesecake,Desserts,2,359.88,Cash,Delivered,2023-03-04 20:29:00,2.7,72.0,Chennai
ORD004400,CUST0073,Chicken Tikka Masala,Main Course,5,1717.82,Digital Wallet,Delivered,2023-06-23 13:44:00,3.5,42.0,Chennai
ORD001633,CUST0131,Spring Rolls,Starters,5,604.96,Debit Card,Delivered,2023-08-10 22:25:00,3.4,50.0,Mumbai
ORD002744,CUST0780,Kheer,Desserts,3,276.05,Debit Card,In Progress,2023-04-06 19:56:00,,59.0,
ORD001498,CUST0551,Strawberry Shake,Drinks,1,125.36,Digital Wallet,Delivered,2023-06-20 21:56:00,4.2,39.0,Chennai
ORD001937,CUST0426,Veg Burger,Burgers,3,464.87,,Delivered,2022-12-25 19:02:00,4.5,35.0,Chennai
ORD001415,CUST0171,Club Sandwich,Sandwiches,3,489.12,Cash,Delivered,2023-06-02 20:41:00,4.2,,Delhi
ORD003377,CUST0720,Ice Cream Sundae,Desserts,2,292.74,Net Banking,In Progress,2022-12-20 12:13:00,2.8,49.0,Delhi
ORD006665,CUST0451,Garlic Bread,Starters,1,92.15,Net Banking,Pending,2023-08-29 08:22:00,3.9,39.0,Delhi
ORD004455,CUST0240,Mango Lassi,Drinks,3,232.15,Debit Card,In Progress,2023-01-11 22:27:00,4.6,65.0,Mumbai
ORD004693,CUST0675,Classic Burger,Burgers,3,548.04,Digital Wallet,Cancelled,2022-12-06 18:38:00,3.5,29.0,Mumbai
ORD004751,CUST0671,Lamb Rogan Josh,Main Course,1,383.26,Debit Card,Pending,2023-02-14 12:57:00,4.6,41.0,Bangalore
ORD001757,CUST0348,Veg Manchurian,Starters,2,314.75,Credit Card,Pending,2023-06-15 20:42:00,3.2,42.0,Delhi
ORD004945,CUST0461,Bruschetta,Starters,4,520.21,Digital Wallet,Pending,2023-08-16 12:37:00,4.7,28.0,Hyderabad
ORD005275,CUST0407,Paratha,Breads,1,49.33,Cash,Pending,2023-10-15 19:54:00,4.1,37.0,Delhi
ORD002041,CUST0560,Veg Manchurian,Starters,3,465.26,Digital Wallet,Delivered,2023-05-17 21:04:00,3.3,45.0,Delhi
ORD003464,CUST0406,Ice Cream Sundae,Desserts,5,751.69,Net Banking,Cancelled,2023-02-19 11:03:00,2.7,63.0,
ORD006369,CUST0551,Egg Curry,Main Course,2,348.4,Net Banking,Delivered,2023-03-04 12:32:00,4.3,62.0,Chennai
ORD004189,CUST0117,Watermelon Juice,DRINKS,2,135.08,UPI,Delivered,2023-02-01 09:45:00,4.5,40.0,
ORD003515,CUST0606,Mutton Curry,Main Course,1,395.24,Digital Wallet,Pending,2023-07-06 13:02:00,,35.0,Pune
ORD001596,CUST0616,Onion Rings,Starters,1,111.75,Digital Wallet,Delivered,2023-05-21 13:05:00,3.1,50.0,Bangalore
ORD005937,CUST0650,Rasgulla,Desserts,2,136.1,Digital Wallet,Delivered,2023-08-28 16:57:00,4.9,18.0,Chennai
ORD004692,CUST0640,Fish Fingers,Starters,2,455.17,Cash,Delivered,2023-03-25 09:39:00,4.4,25.0,Delhi
ORD003034,CUST0317,Grilled Salmon,Main Course,4,1768.42,Net Banking,Delivered,2022-10-22 14:44:00,4.2,53.0,Mumbai
ORD002068,CUST0429,Tiramisu,Desserts,1,206.04,Digital Wallet,Cancelled,31/08/2023 21:24,3.8,46.0,Chennai
ORD002647,CUST0286,Fish Fingers,Starters,1,211.91,UPI,Delivered,2023-08-08 20:36:00,3.6,60.0,Mumbai
ORD006789,CUST0385,Fish Curry,Main Course,2,650.34,Digital Wallet,Pending,2023-01-06 22:43:00,3.1,48.0,Delhi
ORD004100,CUST0694,Veg Manchurian,Starters,2,328.66,Credit Card,Delivered,2023-07-27 13:25:00,5.0,65.0,Hyderabad
ORD005376,CUST0257,Paratha,Breads,1,49.74,Net Banking,Delivered,2023-06-05 14:13:00,3.5,68.0,Bangalore
ORD004296,CUST0491,Palak Paneer,Main Course,4,1060.65,Digital Wallet,Delivered,2022-12-25 20:33:00,2.9,37.0,Chennai
ORD001652,CUST0443,Garlic Bread,Starters,5,431.88,Digital Wallet,In Progress,2023-06-30 19:54:00,4.6,36.0,Bangalore
ORD005806,CUST0686,Grilled Salmon,Main Course,4,1736.92,UPI,Pending,2023-06-19 11:32:00,3.8,60.0,Hyderabad
ORD005669,CUST0226,Chocolate Brownie,Desserts,2,229.06,UPI,Delivered,2023-07-01 08:16:00,3.9,24.0,
ORD005856,CUST0268,Paneer Tikka,STARTERS,1,203.0,Debit Card,Delivered,2023-07-13 19:18:00,,46.0,Delhi
ORD005056,CUST0263,Strawberry Shake,Drinks,1,117.84,Credit Card,Cancelled,2023-03-20 10:25:00,3.6,64.0,Mumbai
ORD006270,CUST0387,Garlic Naan,Breads,1,59.96,Debit Card,Delivered,2023-02-08 20:38:00,4.7,18.0,Mumbai
ORD003107,CUST0169,Paneer Tikka,Starters,3,601.75,Cash,Delivered,2023-08-18 19:31:00,2.8,39.0,Chennai
ORD003154,CUST0597,Mutton Curry,Main Course,4,1524.37,Debit Card,In Progress,2023-08-01 13:21:00,4.2,45.0,Mumbai
ORD002897,CUST0186,Mango Lassi,Drinks,2,153.85,Cash,Delivered,2023-04-14 13:08:00,4.0,17.0,Hyderabad
ORD003440,CUST0173,Pepperoni Pizza,Pizza,4,1433.2,Digital Wallet,Delivered,2022-11-11 20:25:00,2.9,70.0,Bangalore
ORD001075,CUST0538,Chicken Tikka Masala,Main Course,1,337.87,Digital Wallet,Delivered,2023-02-19 19:48:00,5.0,68.0,Delhi
ORD004742,CUST0056,Chicken Tikka Masala,Main Course,3,986.08,Debit Card,Delivered,2023-04-16 17:00:00,2.7,62.0,Delhi
ORD005876,CUST0577,Chicken Soup,Starters,2,305.41,Cash,Delivered,2023-05-01 12:15:00,4.5,29.0,Pune
ORD005950,CUST0526,Chicken Burger,Burgers,5,1000.51,Net Banking,Delivered,2023-04-30 08:43:00,3.6,34.0,Chennai
ORD006101,CUST0100,Mushroom Risotto,Main Course,1,304.64,UPI,Delivered,2023-08-28 15:38:00,4.2,16.0,Bangalore
ORD005590,CUST0643,Spring Rolls,Starters,1,125.77,Cash,Delivered,2022-11-06 11:16:00,4.7,37.0,Pune
ORD002971,CUST0603,Kheer,Desserts,5,427.78,Digital Wallet,Cancelled,2023-07-02 08:30:00,3.7,46.0,Chennai
ORD006185,CUST0651,BLT Sandwich,Sandwiches,1,164.44,Net Banking,In Progress,2022-12-06 19:23:00,3.2,,Mumbai
ORD003536,CUST0644,Bruschetta,Starters,4,522.29,Net Banking,In Progress,2023-04-23 19:17:00,2.6,43.0,Chennai
ORD004265,CUST0239,Farmhouse Pizza,Pizza,1,322.94,Net Banking,In Progress,2023-05-18 12:14:00,3.8,57.0,Chennai
ORD001108,CUST0580,Chicken Tikka Masala,Main Course,1,345.77,Net Banking,In Progress,2023-09-03 13:00:00,4.9,73.0,Chennai
ORD002010,CUST0502,Chicken Soup,Starters,1,153.42,Cash,Pending,2023-03-06 18:51:00,3.4,51.0,Bangalore
ORD002029,CUST0800,Ice Cream Sundae,Desserts,2,305.45,UPI,Pending,2022-12-05 12:48:00,4.3,62.0,Hyderabad
ORD003236,CUST0626,Margherita Pizza,Pizza,1,287.79,,Cancelled,2022-11-29 12:22:00,4.7,23.0,Bangalore
ORD001828,CUST0449,Cold Coffee,Drinks,4,404.17,UPI,Delivered,2022-11-23 19:59:00,4.9,65.0,Chennai
ORD003763,CUST0476,Pasta Arrabbiata,Main Course,2,495.8,Digital Wallet,Delivered,2022-10-14 12:26:00,4.8,37.0,
ORD002893,CUST0204,Fish Curry,Main Course,4,1393.9,UPI,Delivered,2023-09-05 08:19:00,4.1,62.0,Chennai
ORD001096,CUST0594,BLT Sandwich,Sandwiches,1,161.54,Net Banking,Cancelled,2023-10-07 12:37:00,4.7,43.0,Chennai
ORD004154,CUST0725,Kheer,Desserts,4,372.04,Credit Card,In Progress,2023-04-12 17:16:00,4.8,40.0,Chennai
ORD006723,CUST0781,Chicken Fried Rice,Main Course,5,1277.84,UPI,In Progress,2023-10-12 21:08:00,3.8,,Hyderabad
ORD004489,CUST0265,Rasgulla,Desserts,1,71.46,Credit Card,In Progress,2023-02-16 13:22:00,3.5,30.0,Hyderabad
ORD002385,CUST0334,Kheer,Desserts,3,277.72,,Cancelled,2022-12-20 18:10:00,4.1,65.0,Hyderabad
ORD002200,CUST0583,Grilled Sandwich,Sandwiches,3,417.43,Cash,Delivered,2023-08-17 13:04:00,4.5,34.0,Mumbai
ORD001621,CUST0645,Fresh Lime Soda,Drinks,1,59.35,Net Banking,In Progress,2023-09-26 18:37:00,3.6,37.0,Bangalore
ORD006506,CUST0356,Pasta Arrabbiata,MAIN COURSE,4,932.55,Digital Wallet,Delivered,2023-04-05 17:45:00,4.1,75.0,Bangalore
ORD002412,CUST0748,Mango Lassi,Drinks,2,158.23,Net Banking,Delivered,2023-05-30 08:17:00,2.6,69.0,Delhi
ORD001566,CUST0046,Chicken Biryani,Main Course,1,344.74,Credit Card,Delivered,2023-05-15 19:28:00,4.2,24.0,Pune
ORD001543,CUST0795,Masala Chai,Drinks,2,81.87,,Delivered,2022-10-10 19:23:00,,19.0,Pune
ORD002334,CUST0436,Egg Curry,Main Course,2,343.8,Debit Card,In Progress,2023-08-03 19:16:00,3.2,67.0,Mumbai
ORD004194,CUST0044,Masala Chai,Drinks,3,119.58,Net Banking,Delivered,2023-01-29 13:00:00,2.9,51.0,Mumbai
ORD001051,CUST0110,Naan,Breads,1,40.75,UPI,Delivered,2023-10-20 21:56:00,2.9,59.0,Chennai
ORD006094,CUST0435,Cheese Burst Burger,Burgers,1,210.55,Digital Wallet,In Progress,2023-07-05 08:48:00,2.9,25.0,Delhi
ORD003387,CUST0063,Tiramisu,Desserts,1,191.29,Digital Wallet,Cancelled,2022-11-22 08:13:00,2.8,39.0,Bangalore
ORD006074,CUST0761,Mutton Curry,Main Course,1,391.3,Debit Card,Delivered,2023-08-15 13:55:00,4.8,44.0,Hyderabad
ORD005369,CUST0183,Mojito,Drinks,2,247.6,Digital Wallet,Cancelled,2022-10-16 09:16:00,4.2,53.0,Mumbai
ORD002558,CUST0662,Onion Rings,Starters,1,112.43,Debit Card,Cancelled,2023-07-09 08:27:00,2.9,54.0,Mumbai
ORD001745,CUST0126,Bruschetta,Starters,5,650.74,Debit Card,Cancelled,2022-12-15 20:06:00,3.7,55.0,Delhi
ORD005352,CUST0002,Naan,Breads,3,115.17,Digital Wallet,Delivered,2023-09-04 21:18:00,3.8,30.0,Pune
ORD003881,CUST0354,Watermelon Juice,Drinks,2,134.99,,In Progress,2023-07-30 12:40:00,4.9,15.0,Delhi
ORD002467,CUST0698,Chicken Tikka Masala,Main Course,2,684.81,Digital Wallet,Delivered,2023-04-27 09:34:00,4.7,54.0,Mumbai
ORD006032,CUST0068,Watermelon Juice,Drinks,3,207.74,Cash,Cancelled,2023-09-05 13:30:00,4.2,29.0,Bangalore
ORD001195,CUST0032,Chicken Soup,Starters,1,145.66,UPI,In Progress,2023-07-20 13:40:00,3.9,56.0,Bangalore
ORD002747,CUST0606,Spring Rolls,Starters,3,367.69,Digital Wallet,Delivered,2023-09-12 16:57:00,,25.0,Chennai
ORD004135,CUST0076,Veg Burger,Burgers,1,150.0,Credit Card,Delivered,2022-10-30 21:19:00,4.8,59.0,Hyderabad
ORD004858,CUST0046,Egg Curry,Main Course,2,355.4,Credit Card,Delivered,2022-11-17 19:58:00,3.8,34.0,
ORD001802,CUST0183,Pepperoni Pizza,Pizza,1,365.82,Credit Card,Cancelled,2023-04-14 09:16:00,2.7,,Delhi
ORD002618,CUST0588,Onion Rings,Starters,2,221.32,Credit Card,Cancelled,2023-09-15 18:42:00,3.3,59.0,Hyderabad
ORD004337,CUST0630,Club Sandwich,Sandwiches,4,617.31,Digital Wallet,Cancelled,2023-04-06 19:35:00,3.8,21.0,Chennai
ORD005220,CUST0545,Masala Chai,Drinks,5,202.98,Cash,Pending,2022-10-31 19:48:00,3.9,47.0,Pune
ORD001620,CUST0030,BLT Sandwich,Sandwiches,1,176.67,UPI,In Progress,2023-07-04 13:08:00,2.6,39.0,Mumbai
ORD002825,CUST0699,Grilled Sandwich,Sandwiches,2,273.97,Debit Card,Delivered,2022-10-28 12:13:00,3.5,49.0,Mumbai
ORD005189,CUST0454,Cheese Burst Burger,Burgers,2,435.42,Credit Card,Delivered,2023-06-02 13:14:00,3.0,43.0,Delhi
ORD005922,CUST0607,Dal Makhani,Main Course,1,211.15,Credit Card,Cancelled,2023-04-21 15:20:00,3.5,,Pune
ORD005153,CUST0427,Pasta Arrabbiata,Main Course,2,489.24,Cash,Cancelled,2023-04-05 20:43:00,3.5,,Bangalore
ORD006472,CUST0001,Kheer,Desserts,2,181.94,Digital Wallet,Delivered,2023-03-14 08:41:00,3.5,56.0,Bangalore
ORD005935,CUST0703,Naan,Breads,2,76.11,Debit Card,Pending,2022-12-21 13:44:00,3.8,15.0,Bangalore
ORD001644,CUST0578,Fish Curry,Main Course,1,324.2,Debit Card,Delivered,2023-08-02 20:46:00,4.1,52.0,Delhi
ORD006351,CUST0263,Mojito,Drinks,1,128.14,Credit Card,In Progress,2023-04-07 09:27:00,3.3,23.0,Mumbai
ORD005535,CUST0244,Strawberry Shake,DRINKS,3,345.52,Debit Card,In Progress,2023-09-25 12:09:00,,35.0,Delhi
ORD006017,CUST0191,Pepperoni Pizza,Pizza,1,342.0,Net Banking,Pending,2023-10-10 20:13:00,2.9,39.0,Delhi
ORD002061,CUST0151,Paneer Tikka,Starters,1,208.24,Debit Card,In Progress,2022-10-13 11:24:00,3.2,73.0,Pune
ORD005198,CUST0328,Mango Lassi,Drinks,5,417.01,Debit Card,Cancelled,2023-05-19 11:32:00,3.6,63.0,Pune
ORD005758,CUST0737,Masala Chai,Drinks,4,154.07,Debit Card,Pending,2023-08-22 19:25:00,3.7,65.0,Pune
ORD001120,CUST0195,Fish Fingers,Starters,2,461.03,,Cancelled,2023-04-02 08:17:00,2.7,28.0,
ORD005500,CUST0237,Veg Biryani,Main Course,2,521.78,Credit Card,Cancelled,2023-06-29 18:04:00,3.1,22.0,Bangalore
ORD005066,CUST0487,Margherita Pizza,Pizza,1,279.13,Cash,In Progress,2023-10-01 20:54:00,2.7,18.0,
ORD006375,CUST0449,Butter Chicken,Main Course,1,330.36,Digital Wallet,In Progress,2023-05-26 12:26:00,3.2,59.0,Delhi
ORD005866,CUST0044,Cheese Burst Burger,Burgers,4,845.06,Cash,Delivered,2023-07-22 12:06:00,3.6,57.0,Delhi
ORD005215,CUST0289,Mango Lassi,Drinks,1,83.04,Digital Wallet,Cancelled,2022-11-02 10:25:00,3.7,31.0,Pune
ORD002230,CUST0698,Cold Brew Coffee,Drinks,1,143.66,,Delivered,2023-01-13 12:23:00,4.1,71.0,Bangalore
ORD003818,CUST0474,Veg Supreme Pizza,Pizza,1,308.66,Credit Card,Cancelled,2023-03-24 10:57:00,4.4,42.0,Chennai
ORD004758,CUST0143,Cheese Burst Burger,Burgers,1,216.17,Cash,In Progress,2023-03-23 09:29:00,3.1,,Hyderabad
ORD006764,CUST0445,Strawberry Shake,Drinks,2,251.94,Credit Card,Pending,2022-12-18 13:40:00,2.7,18.0,Hyderabad
ORD004305,CUST0176,Veg Burger,Burgers,5,754.4,Cash,Delivered,2023-06-19 13:58:00,4.7,58.0,Pune
ORD004378,CUST0505,Watermelon Juice,Drinks,1,69.56,Cash,In Progress,2022-10-01 12:55:00,3.8,42.0,Mumbai
ORD001134,CUST0637,Cold Coffee,Drinks,1,99.29,Digital Wallet,In Progress,15/07/2023 22:52,4.1,16.0,Chennai
ORD004558,CUST0312,Chicken Tikka Masala,Main Course,3,961.08,UPI,Pending,2023-10-17 09:19:00,4.7,55.0,Pune
ORD006076,CUST0107,Margherita Pizza,Pizza,2,541.97,Credit Card,Delivered,2023-06-02 13:29:00,,24.0,Pune
ORD003899,CUST0740,Kheer,Desserts,2,177.59,Credit Card,Delivered,2023-09-13 09:11:00,3.1,23.0,Hyderabad
ORD004094,CUST0605,Rasgulla,Desserts,2,134.34,UPI,In Progress,2023-10-09 22:42:00,4.5,67.0,Pune
ORD005240,CUST0242,Dal Makhani,Main Course,3,690.85,Credit Card,In Progress,2022-12-17 15:00:00,4.7,34.0,Chennai
ORD002721,CUST0074,Cold Brew Coffee,Drinks,3,437.89,Net Banking,Cancelled,2023-02-05 20:46:00,2.8,28.0,Bangalore
ORD004018,CUST0106,Kheer,Desserts,3,256.57,Cash,In Progress,2023-03-17 18:18:00,4.7,25.0,Pune
ORD001511,CUST0432,Garlic Bread,Starters,3,276.44,,Delivered,2023-05-31 20:11:00,5.0,69.0,Pune
ORD001240,CUST0553,Farmhouse Pizza,Pizza,4,1247.33,,Delivered,23/10/2022 13:14,2.9,33.0,Delhi
ORD001062,CUST0800,Tiramisu,Desserts,1,200.79,Net Banking,Delivered,2023-03-29 11:04:00,4.4,75.0,Delhi
ORD002553,CUST0662,Garlic Bread,Starters,2,176.66,Credit Card,Pending,2023-07-02 10:51:00,4.0,33.0,Pune
ORD004849,CUST0236,Fresh Lime Soda,Drinks,1,59.46,UPI,Delivered,2023-03-08 12:43:00,3.5,37.0,Pune
ORD006266,CUST0484,Cold Brew Coffee,Drinks,1,157.46,,Delivered,2022-11-04 12:16:00,5.0,63.0,Mumbai
ORD004575,CUST0785,Mango Lassi,Drinks,1,77.79,Cash,Delivered,2023-03-10 12:00:00,4.0,65.0,
ORD004734,CUST0256,Chicken Fried Rice,Main Course,3,9999.0,Cash,Delivered,2023-07-19 18:21:00,3.3,42.0,Hyderabad
ORD003960,CUST0190,Garlic Bread,Starters,1,92.78,Net Banking,Delivered,2023-04-29 19:15:00,3.6,34.0,Mumbai
ORD004149,CUST0042,Pasta Arrabbiata,Main Course,4,997.48,Net Banking,Delivered,2023-05-13 18:29:00,3.9,72.0,Hyderabad
ORD003138,CUST0437,Fish Curry,Main Course,4,1304.11,Net Banking,Delivered,2023-01-12 13:22:00,3.1,36.0,Mumbai
ORD001679,CUST0572,Grilled Salmon,Main Course,5,2278.62,Credit Card,Delivered,2023-03-04 12:00:00,,48.0,Mumbai
ORD005423,CUST0253,Paneer Tikka,Starters,3,598.16,,Cancelled,2022-12-08 10:14:00,3.3,27.0,Bangalore
ORD002211,CUST0450,Cheese Burst Burger,Burgers,4,857.99,Credit Card,Delivered,2022-10-30 08:08:00,2.6,37.0,Chennai
ORD001122,CUST0611,Palak Paneer,Main Course,1,252.61,Cash,Delivered,2023-01-28 12:09:00,4.6,24.0,
ORD004759,CUST0008,Veg Burger,Burgers,3,433.98,Debit Card,In Progress,2023-10-06 12:00:00,4.6,73.0,Pune
ORD004227,CUST0138,Margherita Pizza,Pizza,2,543.73,Debit Card,Pending,2022-12-15 08:02:00,4.6,37.0,Hyderabad
ORD005126,CUST0394,Gulab Jamun,Desserts,1,83.64,Cash,Delivered,2022-11-03 14:51:00,3.0,68.0,Pune
ORD004550,CUST0391,Cold Brew Coffee,Drinks,1,147.52,Credit Card,Delivered,2023-03-08 09:30:00,2.8,37.0,Chennai
ORD004585,CUST0186,Chicken Burger,Burgers,2,395.55,UPI,In Progress,2022-11-24 08:58:00,2.8,17.0,Pune
ORD002210,CUST0423,Club Sandwich,Sandwiches,4,623.24,,Pending,2022-11-17 18:14:00,3.9,66.0,Mumbai
ORD001567,CUST0152,BLT Sandwich,Sandwiches,4,653.64,Debit Card,Delivered,2022-10-28 12:39:00,3.4,66.0,Mumbai
ORD003399,CUST0266,Cheese Burst Burger,Burgers,2,455.96,Credit Card,Delivered,2023-02-01 20:33:00,3.7,70.0,Hyderabad
ORD001548,CUST0632,Chocolate Brownie,Desserts,4,475.97,,Pending,2023-04-07 20:03:00,2.6,19.0,Bangalore
ORD003263,CUST0337,Palak Paneer,Main Course,2,538.71,Digital Wallet,Pending,2022-11-11 13:59:00,3.2,31.0,Bangalore
ORD001864,CUST0652,Veg Fried Rice,Main Course,2,385.02,Digital Wallet,Delivered,2023-07-18 13:05:00,4.5,24.0,Bangalore
ORD006304,CUST0241,Paratha,Breads,2,103.04,UPI,In Progress,2023-01-26 13:27:00,4.6,34.0,Pune
ORD002392,CUST0379,Ice Cream Sundae,Desserts,1,144.02,,Delivered,2023-08-24 12:34:00,2.8,23.0,Pune
ORD006271,CUST0208,Paneer Butter Masala,Main Course,3,847.41,Net Banking,Delivered,2023-03-17 13:32:00,4.8,56.0,Hyderabad
ORD004459,CUST0515,Spring Rolls,Starters,1,117.63,Net Banking,Delivered,2023-10-09 22:16:00,3.7,27.0,Delhi
ORD006877,CUST0445,Palak Paneer,Main Course,1,260.12,Digital Wallet,Cancelled,2023-07-31 18:26:00,4.5,74.0,Chennai
ORD003099,CUST0571,Cold Brew Coffee,Drinks,1,153.45,Debit Card,Delivered,2023-05-17 09:59:00,2.9,38.0,Pune
ORD002883,CUST0585,Cold Brew Coffee,Drinks,1,154.62,Debit Card,Delivered,2023-02-26 12:01:00,4.7,51.0,Hyderabad
ORD001720,CUST0652,Mojito,Drinks,1,133.79,UPI,Delivered,2022-12-18 12:40:00,4.1,72.0,Bangalore
